   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -1342.06       33.4310       66.8620       33.4310       66.8620       0.00000       0.00000       100.293       33.4310       33.4310       33.4310       0.00000       0.00000       0.00000    
  0.109648E-03  -1249.34       31.1181       62.2363       31.1181       62.2363       0.00000       0.00000       93.3544       31.1181       31.1182       31.1181       0.00000       0.00000       0.00000    
  0.120226E-03  -1166.48       29.0498       58.0997       29.0498       58.0997       0.00000       0.00000       87.1495       29.0498       29.0499       29.0498       0.00000       0.00000       0.00000    
  0.131825E-03  -1087.27       27.0720       54.1441       27.0720       54.1441       0.00000       0.00000       81.2161       27.0720       27.0721       27.0720       0.00000       0.00000       0.00000    
  0.144543E-03  -1013.29       25.2238       50.4477       25.2238       50.4477       0.00000       0.00000       75.6715       25.2238       25.2239       25.2238       0.00000       0.00000       0.00000    
  0.158489E-03  -945.771       23.5356       47.0713       23.5356       47.0713       0.00000       0.00000       70.6069       23.5356       23.5357       23.5356       0.00000       0.00000       0.00000    
  0.173779E-03  -881.260       21.9221       43.8442       21.9221       43.8442       0.00000       0.00000       65.7663       21.9221       21.9221       21.9221       0.00000       0.00000       0.00000    
  0.190545E-03  -822.288       20.4459       40.8917       20.4459       40.8917       0.00000       0.00000       61.3376       20.4459       20.4459       20.4458       0.00000       0.00000       0.00000    
  0.208928E-03  -767.237       19.0668       38.1336       19.0668       38.1336       0.00000       0.00000       57.2004       19.0668       19.0668       19.0668       0.00000       0.00000       0.00000    
  0.229085E-03  -714.716       17.7505       35.5009       17.7505       35.5009       0.00000       0.00000       53.2514       17.7505       17.7505       17.7504       0.00000       0.00000       0.00000    
  0.251186E-03  -667.702       16.5707       33.1414       16.5707       33.1414       0.00000       0.00000       49.7120       16.5707       16.5707       16.5706       0.00000       0.00000       0.00000    
  0.275420E-03  -622.835       15.4441       30.8883       15.4441       30.8883       0.00000       0.00000       46.3324       15.4441       15.4442       15.4441       0.00000       0.00000       0.00000    
  0.301992E-03  -580.853       14.3892       28.7783       14.3892       28.7783       0.00000       0.00000       43.1675       14.3892       14.3892       14.3891       0.00000       0.00000       0.00000    
  0.331127E-03  -542.598       13.4266       26.8533       13.4266       26.8533       0.00000       0.00000       40.2799       13.4266       13.4267       13.4266       0.00000       0.00000       0.00000    
  0.363073E-03  -506.039       12.5062       25.0125       12.5062       25.0125       0.00000       0.00000       37.5187       12.5062       12.5063       12.5062       0.00000       0.00000       0.00000    
  0.398101E-03  -472.555       11.6621       23.3243       11.6621       23.3243       0.00000       0.00000       34.9865       11.6621       11.6622       11.6621       0.00000       0.00000       0.00000    
  0.436509E-03  -441.343       10.8745       21.7491       10.8745       21.7491       0.00000       0.00000       32.6236       10.8745       10.8746       10.8745       0.00000       0.00000       0.00000    
  0.478622E-03  -411.557       10.1223       20.2447       10.1223       20.2447       0.00000       0.00000       30.3670       10.1223       10.1224       10.1223       0.00000       0.00000       0.00000    
  0.524798E-03  -384.834       9.44629       18.8926       9.44629       18.8926       0.00000       0.00000       28.3389       9.44629       9.44641       9.44623       0.00000       0.00000       0.00000    
  0.575429E-03  -359.367       8.80154       17.6032       8.80154       17.6032       0.00000       0.00000       26.4047       8.80154       8.80168       8.80148       0.00000       0.00000       0.00000    
  0.630945E-03  -335.485       8.19628       16.3926       8.19628       16.3926       0.00000       0.00000       24.5889       8.19628       8.19643       8.19622       0.00000       0.00000       0.00000    
  0.691816E-03  -313.744       7.64443       15.2889       7.64443       15.2889       0.00000       0.00000       22.9334       7.64443       7.64459       7.64435       0.00000       0.00000       0.00000    
  0.758561E-03  -292.956       7.11636       14.2328       7.11636       14.2328       0.00000       0.00000       21.3492       7.11636       7.11654       7.11628       0.00000       0.00000       0.00000    
  0.831745E-03  -273.865       6.63072       13.2616       6.63072       13.2616       0.00000       0.00000       19.8923       6.63072       6.63091       6.63064       0.00000       0.00000       0.00000    
  0.911989E-03  -256.083       6.17791       12.3559       6.17791       12.3559       0.00000       0.00000       18.5338       6.17791       6.17812       6.17782       0.00000       0.00000       0.00000    
  0.999975E-03  -239.100       5.74513       11.4904       5.74513       11.4904       0.00000       0.00000       17.2355       5.74513       5.74535       5.74503       0.00000       0.00000       0.00000    
  0.109645E-02  -223.811       5.35494       10.7100       5.35494       10.7100       0.00000       0.00000       16.0649       5.35494       5.35517       5.35483       0.00000       0.00000       0.00000    
  0.120223E-02  -209.251       4.98316       9.96646       4.98316       9.96646       0.00000       0.00000       14.9496       4.98316       4.98342       4.98305       0.00000       0.00000       0.00000    
  0.131822E-02  -195.556       4.63324       9.26662       4.63324       9.26662       0.00000       0.00000       13.8999       4.63324       4.63351       4.63311       0.00000       0.00000       0.00000    
  0.144540E-02  -183.082       4.31430       8.62875       4.31430       8.62875       0.00000       0.00000       12.9430       4.31430       4.31459       4.31416       0.00000       0.00000       0.00000    
