   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -.238775      0.164580      0.286724      0.164580      0.286724       0.00000       0.00000      0.451304      0.164580      0.164855      0.121869       0.00000       0.00000       0.00000    
  0.109648E-03  -.264465      0.167219      0.291300      0.167219      0.291300       0.00000       0.00000      0.458519      0.167219      0.167514      0.123786       0.00000       0.00000       0.00000    
  0.120226E-03  -.290548      0.169896      0.295938      0.169896      0.295938       0.00000       0.00000      0.465835      0.169896      0.170215      0.125724       0.00000       0.00000       0.00000    
  0.131825E-03  -.316764      0.172590      0.300602      0.172590      0.300602       0.00000       0.00000      0.473192      0.172590      0.172933      0.127669       0.00000       0.00000       0.00000    
  0.144543E-03  -.343171      0.175308      0.305302      0.175308      0.305302       0.00000       0.00000      0.480610      0.175308      0.175675      0.129627       0.00000       0.00000       0.00000    
  0.158489E-03  -.369781      0.178058      0.310052      0.178058      0.310052       0.00000       0.00000      0.488110      0.178058      0.178452      0.131601       0.00000       0.00000       0.00000    
  0.173779E-03  -.396474      0.180824      0.314827      0.180824      0.314827       0.00000       0.00000      0.495651      0.180824      0.181245      0.133582       0.00000       0.00000       0.00000    
  0.190545E-03  -.423299      0.183621      0.319650      0.183621      0.319650       0.00000       0.00000      0.503271      0.183621      0.184072      0.135579       0.00000       0.00000       0.00000    
  0.208928E-03  -.450177      0.186443      0.324511      0.186443      0.324511       0.00000       0.00000      0.510954      0.186443      0.186924      0.137587       0.00000       0.00000       0.00000    
  0.229085E-03  -.477086      0.189281      0.329396      0.189281      0.329396       0.00000       0.00000      0.518678      0.189281      0.189794      0.139603       0.00000       0.00000       0.00000    
  0.251186E-03  -.503991      0.192160      0.334341      0.192160      0.334341       0.00000       0.00000      0.526500      0.192160      0.192704      0.141636       0.00000       0.00000       0.00000    
  0.275420E-03  -.530855      0.195055      0.339310      0.195055      0.339310       0.00000       0.00000      0.534366      0.195055      0.195633      0.143677       0.00000       0.00000       0.00000    
  0.301992E-03  -.557663      0.197975      0.344315      0.197975      0.344315       0.00000       0.00000      0.542289      0.197975      0.198586      0.145729       0.00000       0.00000       0.00000    
  0.331127E-03  -.584312      0.200928      0.349368      0.200928      0.349368       0.00000       0.00000      0.550296      0.200928      0.201573      0.147794       0.00000       0.00000       0.00000    
  0.363073E-03  -.610861      0.203899      0.354445      0.203899      0.354445       0.00000       0.00000      0.558344      0.203899      0.204578      0.149867       0.00000       0.00000       0.00000    
  0.398101E-03  -.637186      0.206903      0.359566      0.206903      0.359566       0.00000       0.00000      0.566469      0.206903      0.207614      0.151952       0.00000       0.00000       0.00000    
  0.436509E-03  -.663261      0.209934      0.364724      0.209934      0.364724       0.00000       0.00000      0.574658      0.209934      0.210677      0.154047       0.00000       0.00000       0.00000    
  0.478622E-03  -.689173      0.212983      0.369905      0.212983      0.369905       0.00000       0.00000      0.582888      0.212983      0.213756      0.156149       0.00000       0.00000       0.00000    
  0.524798E-03  -.714608      0.216074      0.375139      0.216074      0.375139       0.00000       0.00000      0.591213      0.216074      0.216874      0.158264       0.00000       0.00000       0.00000    
  0.575429E-03  -.739777      0.219186      0.380395      0.219186      0.380395       0.00000       0.00000      0.599581      0.219186      0.220009      0.160386       0.00000       0.00000       0.00000    
  0.630945E-03  -.764608      0.222323      0.385682      0.222323      0.385682       0.00000       0.00000      0.608005      0.222323      0.223166      0.162516       0.00000       0.00000       0.00000    
  0.691816E-03  -.788840      0.225501      0.391009      0.225501      0.391009       0.00000       0.00000      0.616510      0.225501      0.226354      0.164655       0.00000       0.00000       0.00000    
  0.758561E-03  -.812759      0.228698      0.396355      0.228698      0.396355       0.00000       0.00000      0.625052      0.228698      0.229556      0.166799       0.00000       0.00000       0.00000    
  0.831745E-03  -.836064      0.231931      0.401734      0.231931      0.401734       0.00000       0.00000      0.633665      0.231931      0.232784      0.168950       0.00000       0.00000       0.00000    
  0.911989E-03  -.858767      0.235198      0.407137      0.235198      0.407137       0.00000       0.00000      0.642336      0.235198      0.236032      0.171106       0.00000       0.00000       0.00000    
  0.999975E-03  -.881091      0.238486      0.412556      0.238486      0.412556       0.00000       0.00000      0.651041      0.238486      0.239291      0.173264       0.00000       0.00000       0.00000    
  0.109645E-02  -.902440      0.241824      0.418001      0.241824      0.418001       0.00000       0.00000      0.659825      0.241824      0.242575      0.175426       0.00000       0.00000       0.00000    
  0.120223E-02  -.923271      0.245188      0.423454      0.245188      0.423454       0.00000       0.00000      0.668642      0.245188      0.245867      0.177587       0.00000       0.00000       0.00000    
  0.131822E-02  -.943486      0.248582      0.428917      0.248582      0.428917       0.00000       0.00000      0.677498      0.248582      0.249168      0.179748       0.00000       0.00000       0.00000    
