   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -2648.74       92.4702       184.933       92.4702       184.933       0.00000       0.00000       277.403       92.4702       92.4705       92.4628       0.00000       0.00000       0.00000    
  0.109648E-03  -2444.90       85.3596       170.712       85.3596       170.712       0.00000       0.00000       256.071       85.3596       85.3599       85.3519       0.00000       0.00000       0.00000    
  0.120226E-03  -2264.84       79.0787       158.150       79.0787       158.150       0.00000       0.00000       237.229       79.0787       79.0791       79.0707       0.00000       0.00000       0.00000    
  0.131825E-03  -2093.49       73.1015       146.195       73.1015       146.195       0.00000       0.00000       219.297       73.1015       73.1019       73.0932       0.00000       0.00000       0.00000    
  0.144543E-03  -1934.59       67.5589       135.110       67.5589       135.110       0.00000       0.00000       202.669       67.5589       67.5594       67.5504       0.00000       0.00000       0.00000    
  0.158489E-03  -1790.91       62.5470       125.086       62.5470       125.086       0.00000       0.00000       187.632       62.5470       62.5474       62.5381       0.00000       0.00000       0.00000    
  0.173779E-03  -1654.27       57.7810       115.553       57.7810       115.553       0.00000       0.00000       173.334       57.7810       57.7815       57.7718       0.00000       0.00000       0.00000    
  0.190545E-03  -1530.52       53.4650       106.921       53.4650       106.921       0.00000       0.00000       160.386       53.4650       53.4655       53.4555       0.00000       0.00000       0.00000    
  0.208928E-03  -1415.80       49.4638       98.9185       49.4638       98.9185       0.00000       0.00000       148.382       49.4638       49.4644       49.4540       0.00000       0.00000       0.00000    
  0.229085E-03  -1306.91       45.6658       91.3222       45.6658       91.3222       0.00000       0.00000       136.988       45.6658       45.6665       45.6557       0.00000       0.00000       0.00000    
  0.251186E-03  -1210.54       42.3051       84.6005       42.3051       84.6005       0.00000       0.00000       126.906       42.3051       42.3058       42.2946       0.00000       0.00000       0.00000    
  0.275420E-03  -1119.01       39.1130       78.2159       39.1130       78.2159       0.00000       0.00000       117.329       39.1130       39.1138       39.1021       0.00000       0.00000       0.00000    
