   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -40458.6       1037.55       2075.09       1037.55       2075.09       0.00000       0.00000       3112.65       1037.55       1037.55       1037.54       0.00000       0.00000       0.00000    
  0.109648E-03  -36870.4       945.426       1890.84       945.426       1890.84       0.00000       0.00000       2836.27       945.426       945.426       945.418       0.00000       0.00000       0.00000    
  0.120226E-03  -33762.4       865.621       1731.23       865.621       1731.23       0.00000       0.00000       2596.85       865.621       865.621       865.613       0.00000       0.00000       0.00000    
  0.131825E-03  -30826.7       790.235       1580.46       790.235       1580.46       0.00000       0.00000       2370.70       790.235       790.235       790.226       0.00000       0.00000       0.00000    
  0.144543E-03  -28137.6       721.176       1442.34       721.176       1442.34       0.00000       0.00000       2163.52       721.176       721.176       721.167       0.00000       0.00000       0.00000    
  0.158489E-03  -25743.7       659.689       1319.37       659.689       1319.37       0.00000       0.00000       1979.06       659.689       659.689       659.680       0.00000       0.00000       0.00000    
  0.173779E-03  -23485.2       601.677       1203.34       601.677       1203.34       0.00000       0.00000       1805.02       601.677       601.677       601.668       0.00000       0.00000       0.00000    
  0.190545E-03  -21472.2       549.961       1099.91       549.961       1099.91       0.00000       0.00000       1649.87       549.961       549.961       549.952       0.00000       0.00000       0.00000    
  0.208928E-03  -19627.5       502.564       1005.12       502.564       1005.12       0.00000       0.00000       1507.68       502.564       502.564       502.554       0.00000       0.00000       0.00000    
  0.229085E-03  -17891.3       457.950       915.890       457.950       915.890       0.00000       0.00000       1373.84       457.950       457.950       457.940       0.00000       0.00000       0.00000    
  0.251186E-03  -16384.3       419.216       838.423       419.216       838.423       0.00000       0.00000       1257.64       419.216       419.217       419.206       0.00000       0.00000       0.00000    
  0.275420E-03  -14963.9       382.706       765.401       382.706       765.401       0.00000       0.00000       1148.11       382.706       382.706       382.695       0.00000       0.00000       0.00000    
  0.301992E-03  -13659.9       349.183       698.354       349.183       698.354       0.00000       0.00000       1047.54       349.183       349.183       349.172       0.00000       0.00000       0.00000    
  0.331127E-03  -12501.7       319.399       638.788       319.399       638.788       0.00000       0.00000       958.187       319.399       319.400       319.388       0.00000       0.00000       0.00000    
  0.363073E-03  -11408.8       291.292       582.572       291.292       582.572       0.00000       0.00000       873.864       291.292       291.292       291.280       0.00000       0.00000       0.00000    
  0.398101E-03  -10432.5       266.177       532.341       266.177       532.341       0.00000       0.00000       798.518       266.177       266.177       266.165       0.00000       0.00000       0.00000    
  0.436509E-03  -9539.81       243.207       486.402       243.207       486.402       0.00000       0.00000       729.609       243.207       243.207       243.195       0.00000       0.00000       0.00000    
  0.478622E-03  -8699.41       221.580       443.147       221.580       443.147       0.00000       0.00000       664.727       221.580       221.580       221.567       0.00000       0.00000       0.00000    
  0.524798E-03  -7968.31       202.758       405.504       202.758       405.504       0.00000       0.00000       608.262       202.758       202.759       202.745       0.00000       0.00000       0.00000    
  0.575429E-03  -7280.68       185.054       370.094       185.054       370.094       0.00000       0.00000       555.147       185.054       185.054       185.040       0.00000       0.00000       0.00000    
  0.630945E-03  -6647.95       168.758       337.503       168.758       337.503       0.00000       0.00000       506.261       168.758       168.759       168.744       0.00000       0.00000       0.00000    
  0.691816E-03  -6087.12       154.310       308.605       154.310       308.605       0.00000       0.00000       462.915       154.310       154.310       154.295       0.00000       0.00000       0.00000    
  0.758561E-03  -5557.74       140.669       281.324       140.669       281.324       0.00000       0.00000       421.993       140.669       140.670       140.654       0.00000       0.00000       0.00000    
  0.831745E-03  -5083.69       128.450       256.886       128.450       256.886       0.00000       0.00000       385.336       128.450       128.451       128.435       0.00000       0.00000       0.00000    
  0.911989E-03  -4651.08       117.297       234.579       117.297       234.579       0.00000       0.00000       351.876       117.297       117.297       117.281       0.00000       0.00000       0.00000    
  0.999975E-03  -4243.66       106.791       213.567       106.791       213.567       0.00000       0.00000       320.358       106.791       106.792       106.775       0.00000       0.00000       0.00000    
  0.109645E-02  -3888.30       97.6246       195.233       97.6246       195.233       0.00000       0.00000       292.858       97.6246       97.6252       97.6078       0.00000       0.00000       0.00000    
  0.120223E-02  -3554.70       89.0184       178.020       89.0184       178.020       0.00000       0.00000       267.038       89.0184       89.0189       89.0010       0.00000       0.00000       0.00000    
  0.131822E-02  -3246.92       81.0770       162.137       81.0770       162.137       0.00000       0.00000       243.214       81.0770       81.0776       81.0591       0.00000       0.00000       0.00000    
  0.144540E-02  -2974.55       74.0481       148.079       74.0481       148.079       0.00000       0.00000       222.127       74.0481       74.0488       74.0297       0.00000       0.00000       0.00000    
  0.158485E-02  -2717.30       67.4092       134.800       67.4092       134.800       0.00000       0.00000       202.209       67.4092       67.4099       67.3902       0.00000       0.00000       0.00000    
  0.173775E-02  -2486.25       61.4463       122.874       61.4463       122.874       0.00000       0.00000       184.320       61.4463       61.4471       61.4268       0.00000       0.00000       0.00000    
  0.190540E-02  -2275.70       56.0132       112.007       56.0132       112.007       0.00000       0.00000       168.020       56.0132       56.0141       55.9931       0.00000       0.00000       0.00000    
  0.208923E-02  -2077.26       50.8931       101.766       50.8931       101.766       0.00000       0.00000       152.659       50.8931       50.8940       50.8724       0.00000       0.00000       0.00000    
  0.229079E-02  -1903.55       46.4133       92.8061       46.4133       92.8061       0.00000       0.00000       139.219       46.4133       46.4142       46.3919       0.00000       0.00000       0.00000    
  0.251180E-02  -1740.70       42.2153       84.4096       42.2153       84.4096       0.00000       0.00000       126.625       42.2153       42.2163       42.1933       0.00000       0.00000       0.00000    
  0.275413E-02  -1589.97       38.3317       76.6418       38.3317       76.6418       0.00000       0.00000       114.974       38.3317       38.3328       38.3090       0.00000       0.00000       0.00000    
  0.301984E-02  -1456.63       34.9007       69.7790       34.9007       69.7790       0.00000       0.00000       104.680       34.9007       34.9018       34.8772       0.00000       0.00000       0.00000    
  0.331118E-02  -1330.55       31.6587       63.2944       31.6587       63.2944       0.00000       0.00000       94.9531       31.6587       31.6598       31.6345       0.00000       0.00000       0.00000    
  0.363064E-02  -1216.84       28.7397       57.4558       28.7397       57.4558       0.00000       0.00000       86.1955       28.7397       28.7409       28.7148       0.00000       0.00000       0.00000    
  0.398091E-02  -1113.24       26.0858       52.1472       26.0858       52.1472       0.00000       0.00000       78.2330       26.0858       26.0871       26.0601       0.00000       0.00000       0.00000    
  0.436498E-02  -1015.46       23.5842       47.1432       23.5842       47.1432       0.00000       0.00000       70.7273       23.5842       23.5855       23.5577       0.00000       0.00000       0.00000    
  0.478610E-02  -929.402       21.3912       42.7564       21.3912       42.7564       0.00000       0.00000       64.1477       21.3912       21.3926       21.3639       0.00000       0.00000       0.00000    
  0.524785E-02  -848.760       19.3414       38.6559       19.3414       38.6559       0.00000       0.00000       57.9972       19.3414       19.3427       19.3131       0.00000       0.00000       0.00000    
  0.575415E-02  -773.791       17.4415       34.8554       17.4415       34.8554       0.00000       0.00000       52.2969       17.4415       17.4430       17.4124       0.00000       0.00000       0.00000    
  0.630929E-02  -707.367       15.7690       31.5093       15.7690       31.5093       0.00000       0.00000       47.2783       15.7690       15.7704       15.7389       0.00000       0.00000       0.00000    
  0.691799E-02  -644.429       14.1895       28.3494       14.1895       28.3494       0.00000       0.00000       42.5389       14.1895       14.1909       14.1585       0.00000       0.00000       0.00000    
  0.758542E-02  -587.346       12.7667       25.5027       12.7667       25.5027       0.00000       0.00000       38.2695       12.7667       12.7681       12.7346       0.00000       0.00000       0.00000    
  0.831724E-02  -535.277       11.4790       22.9261       11.4790       22.9261       0.00000       0.00000       34.4051       11.4790       11.4803       11.4458       0.00000       0.00000       0.00000    
  0.911966E-02  -486.119       10.2697       20.5063       10.2697       20.5063       0.00000       0.00000       30.7760       10.2697       10.2709       10.2354       0.00000       0.00000       0.00000    
  0.999950E-02  -443.556       9.23834       18.4422       9.23834       18.4422       0.00000       0.00000       27.6805       9.23834       9.23939       9.20277       0.00000       0.00000       0.00000    
  0.109642E-01  -402.484       8.24926       16.4625       8.24926       16.4625       0.00000       0.00000       24.7118       8.24926       8.25013       8.21241       0.00000       0.00000       0.00000    
  0.120220E-01  -364.670       7.35068       14.6638       7.35068       14.6638       0.00000       0.00000       22.0144       7.35068       7.35130       7.31247       0.00000       0.00000       0.00000    
  0.131819E-01  -329.991       6.53785       13.0363       6.53785       13.0363       0.00000       0.00000       19.5742       6.53785       6.53814       6.49818       0.00000       0.00000       0.00000    
  0.144536E-01  -298.149       5.80284       11.5643       5.80284       11.5643       0.00000       0.00000       17.3672       5.80284       5.80272       5.76162       0.00000       0.00000       0.00000    
  0.158481E-01  -268.728       5.13437       10.2252       5.13437       10.2252       0.00000       0.00000       15.3596       5.13437       5.13375       5.09149       0.00000       0.00000       0.00000    
  0.173770E-01  -241.551       4.52763       9.00935       4.52763       9.00935       0.00000       0.00000       13.5370       4.52763       4.52638       4.48297       0.00000       0.00000       0.00000    
  0.190535E-01  -216.644       3.98325       7.91790       3.98325       7.91790       0.00000       0.00000       11.9012       3.98325       3.98124       3.93666       0.00000       0.00000       0.00000    
  0.208917E-01  -193.781       3.49493       6.93826       3.49493       6.93826       0.00000       0.00000       10.4332       3.49493       3.49199       3.44626       0.00000       0.00000       0.00000    
  0.229073E-01  -172.691       3.05495       6.05492       3.05495       6.05492       0.00000       0.00000       9.10987       3.05495       3.05090       3.00402       0.00000       0.00000       0.00000    
  0.251174E-01  -153.257       2.65984       5.26096       2.65984       5.26096       0.00000       0.00000       7.92080       2.65984       2.65448       2.60648       0.00000       0.00000       0.00000    
  0.275406E-01  -135.527       2.31035       4.55773       2.31035       4.55773       0.00000       0.00000       6.86808       2.31035       2.30341       2.25431       0.00000       0.00000       0.00000    
  0.301976E-01  -119.332       2.00136       3.93495       2.00136       3.93495       0.00000       0.00000       5.93631       2.00136       1.99255       1.94239       0.00000       0.00000       0.00000    
  0.331110E-01  -104.490       1.72745       3.38174       1.72745       3.38174       0.00000       0.00000       5.10918       1.72745       1.71645       1.66528       0.00000       0.00000       0.00000    
  0.363055E-01  -90.9297       1.48600       2.89280       1.48600       2.89280       0.00000       0.00000       4.37881       1.48600       1.47246       1.42034       0.00000       0.00000       0.00000    
  0.398081E-01  -78.7082       1.27756       2.46906       1.27756       2.46906       0.00000       0.00000       3.74662       1.27756       1.26102       1.20803       0.00000       0.00000       0.00000    
  0.436487E-01  -67.6931       1.09786       2.10187       1.09786       2.10187       0.00000       0.00000       3.19973       1.09786       1.07782       1.02405       0.00000       0.00000       0.00000    
  0.478598E-01  -57.7587      0.942938       1.78332      0.942938       1.78332       0.00000       0.00000       2.72625      0.942938      0.918875      0.864442       0.00000       0.00000       0.00000    
  0.524772E-01  -48.8530      0.810686       1.50903      0.810686       1.50903       0.00000       0.00000       2.31972      0.810686      0.782005      0.727030       0.00000       0.00000       0.00000    
  0.575400E-01  -41.0331      0.701198       1.27896      0.701198       1.27896       0.00000       0.00000       1.98016      0.701198      0.667157      0.611801       0.00000       0.00000       0.00000    
  0.630913E-01  -34.1793      0.610858       1.08578      0.610858       1.08578       0.00000       0.00000       1.69664      0.610858      0.570671      0.515112       0.00000       0.00000       0.00000    
  0.691782E-01  -28.1917      0.536729      0.923569      0.536729      0.923569       0.00000       0.00000       1.46030      0.536729      0.489570      0.433999       0.00000       0.00000       0.00000    
  0.758523E-01  -23.0199      0.476997      0.788548      0.476997      0.788548       0.00000       0.00000       1.26554      0.476997      0.421960      0.366588       0.00000       0.00000       0.00000    
  0.831703E-01  -18.6976      0.431252      0.679533      0.431252      0.679533       0.00000       0.00000       1.11079      0.431252      0.367219      0.312314       0.00000       0.00000       0.00000    
  0.911943E-01  -15.1018      0.396610      0.590719      0.396610      0.590719       0.00000       0.00000      0.987329      0.396610      0.322442      0.268277       0.00000       0.00000       0.00000    
  0.999925E-01  -14.7721      0.426736      0.629512      0.426736      0.629512       0.00000       0.00000       1.05625      0.426736      0.341319      0.288193       0.00000       0.00000       0.00000    
  0.109639      -13.6907      0.431152      0.614673      0.431152      0.614673       0.00000       0.00000       1.04583      0.431152      0.333235      0.281439       0.00000       0.00000       0.00000    
  0.120217      -12.0194      0.415918      0.557900      0.415918      0.557900       0.00000       0.00000      0.973818      0.415918      0.304008      0.253892       0.00000       0.00000       0.00000    
  0.131815      -10.7863      0.405185      0.507655      0.405185      0.507655       0.00000       0.00000      0.912840      0.405185      0.277878      0.229777       0.00000       0.00000       0.00000    
  0.144533      -9.93658      0.398013      0.461863      0.398013      0.461863       0.00000       0.00000      0.859876      0.398013      0.253796      0.208067       0.00000       0.00000       0.00000    
  0.158477      -9.38519      0.393353      0.418501      0.393353      0.418501       0.00000       0.00000      0.811854      0.393353      0.230761      0.187740       0.00000       0.00000       0.00000    
  0.173766      -9.07913      0.390592      0.376225      0.390592      0.376225       0.00000       0.00000      0.766818      0.390592      0.208102      0.168123       0.00000       0.00000       0.00000    
  0.190530      -8.94963      0.389144      0.334044      0.389144      0.334044       0.00000       0.00000      0.723188      0.389144      0.185345      0.148698       0.00000       0.00000       0.00000    
  0.208912      -8.95411      0.388751      0.291435      0.388751      0.291435       0.00000       0.00000      0.680187      0.388751      0.162246      0.129190       0.00000       0.00000       0.00000    
  0.229067      -9.04663      0.389232      0.248332      0.389232      0.248332       0.00000       0.00000      0.637564      0.389232      0.138805      0.109527       0.00000       0.00000       0.00000    
  0.251167      -9.20132      0.390667      0.205017      0.390667      0.205017       0.00000       0.00000      0.595685      0.390667      0.115200      0.898174E-01   0.00000       0.00000       0.00000    
  0.275399      -9.39613      0.393175      0.162102      0.393175      0.162102       0.00000       0.00000      0.555277      0.393175      0.917834E-01  0.703186E-01   0.00000       0.00000       0.00000    
  0.301969      -9.62401      0.397121      0.120511      0.397121      0.120511       0.00000       0.00000      0.517632      0.397121      0.690708E-01  0.514400E-01   0.00000       0.00000       0.00000    
  0.331102      -9.88353      0.402790      0.811458E-01  0.402790      0.811458E-01   0.00000       0.00000      0.483935      0.402790      0.475643E-01  0.335814E-01   0.00000       0.00000       0.00000    
  0.363046      -10.1875      0.410722      0.451733E-01  0.410722      0.451733E-01   0.00000       0.00000      0.455895      0.410722      0.279096E-01  0.172638E-01   0.00000       0.00000       0.00000    
  0.398071      -10.5543      0.421160      0.131173E-01  0.421160      0.131173E-01   0.00000       0.00000      0.434277      0.421160      0.104071E-01  0.271027E-02   0.00000       0.00000       0.00000    
  0.436476      -28.9464      0.420119      -.418265E-01  0.420119      -.418265E-01   0.00000       0.00000      0.378292      0.420119      -.182931E-01  -.235334E-01   0.00000       0.00000       0.00000    
