   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -413.182       19.2913       38.5826       19.2913       38.5826       0.00000       0.00000       57.8739       19.2913       19.2913       19.2913       0.00000       0.00000       0.00000    
  0.109648E-03  -386.466       18.0915       36.1830       18.0915       36.1830       0.00000       0.00000       54.2745       18.0915       18.0915       18.0915       0.00000       0.00000       0.00000    
  0.120226E-03  -362.317       17.0074       34.0149       17.0074       34.0149       0.00000       0.00000       51.0223       17.0074       17.0074       17.0074       0.00000       0.00000       0.00000    
  0.131825E-03  -339.130       15.9667       31.9334       15.9667       31.9334       0.00000       0.00000       47.9001       15.9667       15.9667       15.9667       0.00000       0.00000       0.00000    
  0.144543E-03  -317.322       14.9881       29.9761       14.9881       29.9761       0.00000       0.00000       44.9642       14.9881       14.9881       14.9881       0.00000       0.00000       0.00000    
  0.158489E-03  -297.239       14.0870       28.1740       14.0870       28.1740       0.00000       0.00000       42.2610       14.0870       14.0870       14.0870       0.00000       0.00000       0.00000    
  0.173779E-03  -277.965       13.2223       26.4447       13.2223       26.4447       0.00000       0.00000       39.6670       13.2223       13.2223       13.2223       0.00000       0.00000       0.00000    
  0.190545E-03  -260.191       12.4250       24.8501       12.4250       24.8501       0.00000       0.00000       37.2752       12.4250       12.4251       12.4251       0.00000       0.00000       0.00000    
  0.208928E-03  -243.493       11.6760       23.3521       11.6760       23.3521       0.00000       0.00000       35.0281       11.6760       11.6761       11.6760       0.00000       0.00000       0.00000    
  0.229085E-03  -227.489       10.9582       21.9165       10.9582       21.9165       0.00000       0.00000       32.8746       10.9582       10.9582       10.9582       0.00000       0.00000       0.00000    
  0.251186E-03  -213.018       10.3090       20.6181       10.3090       20.6181       0.00000       0.00000       30.9271       10.3090       10.3091       10.3090       0.00000       0.00000       0.00000    
  0.275420E-03  -199.153       9.68693       19.3739       9.68693       19.3739       0.00000       0.00000       29.0609       9.68693       9.68698       9.68696       0.00000       0.00000       0.00000    
  0.301992E-03  -186.102       9.10127       18.2026       9.10127       18.2026       0.00000       0.00000       27.3039       9.10127       9.10132       9.10131       0.00000       0.00000       0.00000    
  0.331127E-03  -174.118       8.56323       17.1266       8.56323       17.1266       0.00000       0.00000       25.6898       8.56323       8.56329       8.56327       0.00000       0.00000       0.00000    
  0.363073E-03  -162.624       8.04704       16.0942       8.04704       16.0942       0.00000       0.00000       24.1412       8.04704       8.04711       8.04708       0.00000       0.00000       0.00000    
  0.398101E-03  -152.023       7.57064       15.1414       7.57064       15.1414       0.00000       0.00000       22.7120       7.57064       7.57071       7.57068       0.00000       0.00000       0.00000    
  0.436509E-03  -142.093       7.12402       14.2482       7.12402       14.2482       0.00000       0.00000       21.3722       7.12402       7.12410       7.12407       0.00000       0.00000       0.00000    
  0.478622E-03  -132.584       6.69612       13.3924       6.69612       13.3924       0.00000       0.00000       20.0885       6.69612       6.69621       6.69617       0.00000       0.00000       0.00000    
  0.524798E-03  -123.992       6.30889       12.6179       6.30889       12.6179       0.00000       0.00000       18.9268       6.30889       6.30899       6.30895       0.00000       0.00000       0.00000    
  0.575429E-03  -115.783       5.93856       11.8773       5.93856       11.8773       0.00000       0.00000       17.8159       5.93856       5.93867       5.93863       0.00000       0.00000       0.00000    
  0.630945E-03  -108.057       5.58957       11.1793       5.58957       11.1793       0.00000       0.00000       16.7689       5.58957       5.58969       5.58964       0.00000       0.00000       0.00000    
  0.691816E-03  -100.993       5.26976       10.5397       5.26976       10.5397       0.00000       0.00000       15.8095       5.26976       5.26989       5.26984       0.00000       0.00000       0.00000    
  0.758561E-03  -94.2275       4.96304       9.92632       4.96304       9.92632       0.00000       0.00000       14.8894       4.96304       4.96319       4.96313       0.00000       0.00000       0.00000    
  0.831745E-03  -87.9959       4.67978       9.35982       4.67978       9.35982       0.00000       0.00000       14.0396       4.67978       4.67994       4.67988       0.00000       0.00000       0.00000    
  0.911989E-03  -82.1838       4.41486       8.83001       4.41486       8.83001       0.00000       0.00000       13.2449       4.41486       4.41504       4.41497       0.00000       0.00000       0.00000    
  0.999975E-03  -76.6280       4.16114       8.32261       4.16114       8.32261       0.00000       0.00000       12.4838       4.16114       4.16135       4.16126       0.00000       0.00000       0.00000    
  0.109645E-02  -71.6246       3.93149       7.86333       3.93149       7.86333       0.00000       0.00000       11.7948       3.93149       3.93172       3.93162       0.00000       0.00000       0.00000    
  0.120223E-02  -66.8635       3.71234       7.42507       3.71234       7.42507       0.00000       0.00000       11.1374       3.71234       3.71259       3.71248       0.00000       0.00000       0.00000    
  0.131822E-02  -62.3898       3.50565       7.01174       3.50565       7.01174       0.00000       0.00000       10.5174       3.50565       3.50593       3.50581       0.00000       0.00000       0.00000    
  0.144540E-02  -58.3296       3.31681       6.63411       3.31681       6.63411       0.00000       0.00000       9.95091       3.31681       3.31712       3.31698       0.00000       0.00000       0.00000    
