   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -352.076       12.3913       24.7827       12.3913       24.7827       0.00000       0.00000       37.1740       12.3913       12.3913       12.3913       0.00000       0.00000       0.00000    
  0.109648E-03  -331.237       11.6859       23.3717       11.6859       23.3717       0.00000       0.00000       35.0576       11.6859       11.6859       11.6859       0.00000       0.00000       0.00000    
  0.120226E-03  -312.249       11.0433       22.0867       11.0433       22.0867       0.00000       0.00000       33.1300       11.0433       11.0433       11.0433       0.00000       0.00000       0.00000    
  0.131825E-03  -293.961       10.4246       20.8492       10.4246       20.8492       0.00000       0.00000       31.2738       10.4246       10.4246       10.4246       0.00000       0.00000       0.00000    
  0.144543E-03  -276.675       9.83989       19.6798       9.83989       19.6798       0.00000       0.00000       29.5197       9.83989       9.83989       9.83990       0.00000       0.00000       0.00000    
  0.158489E-03  -260.654       9.29813       18.5963       9.29813       18.5963       0.00000       0.00000       27.8944       9.29813       9.29814       9.29815       0.00000       0.00000       0.00000    
  0.173779E-03  -245.230       8.77663       17.5533       8.77663       17.5533       0.00000       0.00000       26.3299       8.77663       8.77664       8.77664       0.00000       0.00000       0.00000    
  0.190545E-03  -230.916       8.29275       16.5855       8.29275       16.5855       0.00000       0.00000       24.8783       8.29275       8.29276       8.29277       0.00000       0.00000       0.00000    
  0.208928E-03  -217.404       7.83607       15.6722       7.83607       15.6722       0.00000       0.00000       23.5082       7.83607       7.83609       7.83609       0.00000       0.00000       0.00000    
  0.229085E-03  -204.412       7.39698       14.7940       7.39698       14.7940       0.00000       0.00000       22.1910       7.39698       7.39699       7.39699       0.00000       0.00000       0.00000    
  0.251186E-03  -192.573       6.99691       13.9939       6.99691       13.9939       0.00000       0.00000       20.9908       6.99691       6.99693       6.99693       0.00000       0.00000       0.00000    
  0.275420E-03  -181.194       6.61240       13.2248       6.61240       13.2248       0.00000       0.00000       19.8372       6.61240       6.61242       6.61242       0.00000       0.00000       0.00000    
  0.301992E-03  -170.434       6.24879       12.4976       6.24879       12.4976       0.00000       0.00000       18.7464       6.24879       6.24881       6.24881       0.00000       0.00000       0.00000    
  0.331127E-03  -160.492       5.91275       11.8256       5.91275       11.8256       0.00000       0.00000       17.7383       5.91275       5.91277       5.91278       0.00000       0.00000       0.00000    
  0.363073E-03  -150.927       5.58943       11.1789       5.58943       11.1789       0.00000       0.00000       16.7684       5.58943       5.58946       5.58946       0.00000       0.00000       0.00000    
