   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -825.074       16.7315       33.4620       16.7315       33.4620       0.00000       0.00000       50.1935       16.7315       16.7315       16.7306       0.00000       0.00000       0.00000    
  0.109648E-03  -761.653       15.3677       30.7345       15.3677       30.7345       0.00000       0.00000       46.1021       15.3677       15.3677       15.3667       0.00000       0.00000       0.00000    
  0.120226E-03  -705.684       14.1643       28.3276       14.1643       28.3276       0.00000       0.00000       42.4919       14.1643       14.1643       14.1633       0.00000       0.00000       0.00000    
  0.131825E-03  -652.435       13.0195       26.0379       13.0195       26.0379       0.00000       0.00000       39.0574       13.0195       13.0195       13.0184       0.00000       0.00000       0.00000    
  0.144543E-03  -603.080       11.9585       23.9159       11.9585       23.9159       0.00000       0.00000       35.8744       11.9585       11.9585       11.9574       0.00000       0.00000       0.00000    
  0.158489E-03  -558.466       10.9997       21.9982       10.9997       21.9982       0.00000       0.00000       32.9979       10.9997       10.9997       10.9985       0.00000       0.00000       0.00000    
  0.173779E-03  -516.047       10.0881       20.1751       10.0881       20.1751       0.00000       0.00000       30.2632       10.0881       10.0882       10.0869       0.00000       0.00000       0.00000    
  0.190545E-03  -477.638       9.26306       18.5248       9.26306       18.5248       0.00000       0.00000       27.7879       9.26306       9.26308       9.26176       0.00000       0.00000       0.00000    
  0.208928E-03  -442.027       8.49836       16.9954       8.49836       16.9954       0.00000       0.00000       25.4937       8.49836       8.49839       8.49698       0.00000       0.00000       0.00000    
  0.229085E-03  -408.219       7.77261       15.5438       7.77261       15.5438       0.00000       0.00000       23.3164       7.77261       7.77264       7.77116       0.00000       0.00000       0.00000    
  0.251186E-03  -378.284       7.13057       14.2596       7.13057       14.2596       0.00000       0.00000       21.3902       7.13057       7.13060       7.12904       0.00000       0.00000       0.00000    
  0.275420E-03  -349.836       6.52075       13.0399       6.52075       13.0399       0.00000       0.00000       19.5607       6.52075       6.52079       6.51914       0.00000       0.00000       0.00000    
  0.301992E-03  -323.387       5.95424       11.9068       5.95424       11.9068       0.00000       0.00000       17.8611       5.95424       5.95428       5.95255       0.00000       0.00000       0.00000    
  0.331127E-03  -299.482       5.44297       10.8842       5.44297       10.8842       0.00000       0.00000       16.3272       5.44297       5.44302       5.44118       0.00000       0.00000       0.00000    
  0.363073E-03  -276.725       4.95670       9.91158       4.95670       9.91158       0.00000       0.00000       14.8683       4.95670       4.95676       4.95482       0.00000       0.00000       0.00000    
