 !* 
 !* Swimming set from XFITTER for the HERAverager
 &Data
   Name = 'Swimming' 
   NData =          255
   NColumn = 5
   ColumnType = 4*'Bin','Sigma' 
   ColumnName = 'reaction index', 'x', 'Q2', 'y ', 'reduced x-section ' 
                                                     
   IndexDataset = 666
   Reaction = 'NC e+-p' 
                                                     
 &END
   615 0.19000E+01 0.35000E-02 0.00000E+00 0.21774E+00
   615 0.19000E+01 0.75000E-02 0.00000E+00 0.19681E+00
   615 0.19000E+01 0.15000E-01 0.00000E+00 0.18774E+00
   615 0.19000E+01 0.25000E-01 0.00000E+00 0.18956E+00
   615 0.19000E+01 0.40000E-01 0.00000E+00 0.19602E+00
   615 0.19000E+01 0.75000E-01 0.00000E+00 0.20163E+00
   615 0.19000E+01 0.12000E-02 0.00000E+00 0.23727E+00
   615 0.19000E+01 0.63000E-02 0.00000E+00 0.20164E+00
   615 0.19000E+01 0.32200E-01 0.00000E+00 0.19302E+00
   615 0.19000E+01 0.11240E+00 0.00000E+00 0.21700E+00
   615 0.18600E+01 0.40000E-02 0.00000E+00 0.21402E+00
   615 0.18600E+01 0.11000E-01 0.00000E+00 0.19078E+00
   615 0.18600E+01 0.28000E-01 0.00000E+00 0.19045E+00
   615 0.18600E+01 0.63000E-01 0.00000E+00 0.19976E+00
   615 0.24000E+01 0.63000E-01 0.00000E+00 0.20906E+00
   615 0.24000E+01 0.24000E+00 0.00000E+00 0.20055E+00
   615 0.24000E+01 0.53000E+00 0.00000E+00 0.22491E+00
   615 0.28000E+01 0.40000E-01 0.00000E+00 0.20787E+00
   615 0.28000E+01 0.11800E+00 0.00000E+00 0.24242E+00
   615 0.28000E+01 0.22700E+00 0.00000E+00 0.22184E+00
   615 0.28000E+01 0.45000E+00 0.00000E+00 0.23903E+00
   615 0.30000E+01 0.50000E-01 0.00000E+00 0.21386E+00
   615 0.30000E+01 0.15000E+00 0.00000E+00 0.24891E+00
   615 0.30000E+01 0.25000E+00 0.00000E+00 0.22156E+00
   615 0.30000E+01 0.40000E+00 0.00000E+00 0.22448E+00
   615 0.37600E+01 0.11000E-01 0.00000E+00 0.20997E+00
   615 0.37600E+01 0.28000E-01 0.00000E+00 0.21193E+00
   615 0.37600E+01 0.63000E-01 0.00000E+00 0.22511E+00
   615 0.37600E+01 0.14100E+00 0.00000E+00 0.26892E+00
   615 0.37000E+01 0.32000E-02 0.00000E+00 0.22675E+00
   615 0.37000E+01 0.14300E-01 0.00000E+00 0.20714E+00
   615 0.37000E+01 0.63900E-01 0.00000E+00 0.22474E+00
   615 0.37000E+01 0.19860E+00 0.00000E+00 0.26895E+00
   615 0.40000E+01 0.60000E+00 0.00000E+00 0.30813E+00
   615 0.43000E+01 0.10000E+00 0.00000E+00 0.26023E+00
   615 0.43000E+01 0.30500E+00 0.00000E+00 0.25790E+00
   615 0.43000E+01 0.62000E+00 0.00000E+00 0.32273E+00
   615 0.50000E+01 0.75000E-02 0.00000E+00 0.21053E+00
   615 0.50000E+01 0.15000E-01 0.00000E+00 0.21809E+00
   615 0.50000E+01 0.30000E-01 0.00000E+00 0.22391E+00
   615 0.50000E+01 0.50000E-01 0.00000E+00 0.23169E+00
   615 0.50000E+01 0.80000E-01 0.00000E+00 0.24008E+00
   615 0.50000E+01 0.15000E+00 0.00000E+00 0.29707E+00
   615 0.51000E+01 0.43000E-01 0.00000E+00 0.23037E+00
   615 0.51000E+01 0.13800E+00 0.00000E+00 0.29549E+00
   615 0.51000E+01 0.11000E+00 0.00000E+00 0.28610E+00
   615 0.51000E+01 0.27400E+00 0.00000E+00 0.29729E+00
