   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -1770.69       36.9957       73.9908       36.9957       73.9908       0.00000       0.00000       110.987       36.9957       36.9957       36.9951       0.00000       0.00000       0.00000    
  0.109648E-03  -1644.66       34.2063       68.4119       34.2063       68.4119       0.00000       0.00000       102.618       34.2063       34.2063       34.2056       0.00000       0.00000       0.00000    
  0.120226E-03  -1532.23       31.7199       63.4392       31.7199       63.4392       0.00000       0.00000       95.1591       31.7199       31.7200       31.7192       0.00000       0.00000       0.00000    
  0.131825E-03  -1424.81       29.3455       58.6902       29.3455       58.6902       0.00000       0.00000       88.0357       29.3455       29.3455       29.3447       0.00000       0.00000       0.00000    
  0.144543E-03  -1324.58       27.1313       54.2617       27.1313       54.2617       0.00000       0.00000       81.3930       27.1313       27.1313       27.1305       0.00000       0.00000       0.00000    
  0.158489E-03  -1233.21       25.1143       50.2278       25.1143       50.2278       0.00000       0.00000       75.3421       25.1143       25.1143       25.1135       0.00000       0.00000       0.00000    
  0.173779E-03  -1145.95       23.1892       46.3776       23.1892       46.3776       0.00000       0.00000       69.5668       23.1892       23.1892       23.1883       0.00000       0.00000       0.00000    
  0.190545E-03  -1066.27       21.4330       42.8650       21.4330       42.8650       0.00000       0.00000       64.2979       21.4330       21.4330       21.4320       0.00000       0.00000       0.00000    
  0.208928E-03  -991.938       19.7958       39.5906       19.7958       39.5906       0.00000       0.00000       59.3864       19.7958       19.7958       19.7948       0.00000       0.00000       0.00000    
  0.229085E-03  -921.050       18.2355       36.4700       18.2355       36.4700       0.00000       0.00000       54.7056       18.2355       18.2356       18.2345       0.00000       0.00000       0.00000    
  0.251186E-03  -857.638       16.8422       33.6833       16.8422       33.6833       0.00000       0.00000       50.5255       16.8422       16.8422       16.8411       0.00000       0.00000       0.00000    
  0.275420E-03  -797.129       15.5138       31.0264       15.5138       31.0264       0.00000       0.00000       46.5401       15.5138       15.5138       15.5126       0.00000       0.00000       0.00000    
  0.301992E-03  -740.523       14.2726       28.5440       14.2726       28.5440       0.00000       0.00000       42.8166       14.2726       14.2726       14.2713       0.00000       0.00000       0.00000    
  0.331127E-03  -688.932       13.1439       26.2865       13.1439       26.2865       0.00000       0.00000       39.4304       13.1439       13.1439       13.1426       0.00000       0.00000       0.00000    
  0.363073E-03  -639.620       12.0664       24.1314       12.0664       24.1314       0.00000       0.00000       36.1977       12.0664       12.0664       12.0650       0.00000       0.00000       0.00000    
  0.398101E-03  -594.427       11.0815       22.1616       11.0815       22.1616       0.00000       0.00000       33.2431       11.0815       11.0815       11.0800       0.00000       0.00000       0.00000    
  0.436509E-03  -552.263       10.1651       20.3286       10.1651       20.3286       0.00000       0.00000       30.4937       10.1651       10.1651       10.1635       0.00000       0.00000       0.00000    
  0.478622E-03  -511.998       9.29160       18.5816       9.29160       18.5816       0.00000       0.00000       27.8732       9.29160       9.29164       9.28993       0.00000       0.00000       0.00000    
  0.524798E-03  -475.797       8.51042       17.0191       8.51042       17.0191       0.00000       0.00000       25.5295       8.51042       8.51046       8.50865       0.00000       0.00000       0.00000    
  0.575429E-03  -441.252       7.76713       15.5324       7.76713       15.5324       0.00000       0.00000       23.2996       7.76713       7.76718       7.76526       0.00000       0.00000       0.00000    
  0.630945E-03  -408.800       7.07170       14.1415       7.07170       14.1415       0.00000       0.00000       21.2132       7.07170       7.07175       7.06972       0.00000       0.00000       0.00000    
  0.691816E-03  -379.159       6.44106       12.8801       6.44106       12.8801       0.00000       0.00000       19.3211       6.44106       6.44112       6.43896       0.00000       0.00000       0.00000    
  0.758561E-03  -350.765       5.83933       11.6765       5.83933       11.6765       0.00000       0.00000       17.5158       5.83933       5.83939       5.83711       0.00000       0.00000       0.00000    
  0.831745E-03  -324.590       5.28921       10.5761       5.28921       10.5761       0.00000       0.00000       15.8653       5.28921       5.28928       5.28686       0.00000       0.00000       0.00000    
  0.911989E-03  -300.121       4.77918       9.55597       4.77918       9.55597       0.00000       0.00000       14.3352       4.77918       4.77927       4.77670       0.00000       0.00000       0.00000    
