   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   422.963      -1.09414      -2.18828      -1.09414      -2.18828       0.00000       0.00000      -3.28242      -1.09414      -1.09414      -1.09414       0.00000       0.00000       0.00000    
  0.109648E-03   422.755      -1.01936      -2.03872      -1.01936      -2.03872       0.00000       0.00000      -3.05808      -1.01936      -1.01936      -1.01936       0.00000       0.00000       0.00000    
  0.120226E-03   422.202      -.939713      -1.87942      -.939713      -1.87942       0.00000       0.00000      -2.81913      -.939713      -.939707      -.939708       0.00000       0.00000       0.00000    
  0.131825E-03   421.497      -.857980      -1.71595      -.857980      -1.71595       0.00000       0.00000      -2.57393      -.857980      -.857973      -.857975       0.00000       0.00000       0.00000    
  0.144543E-03   420.575      -.773265      -1.54652      -.773265      -1.54652       0.00000       0.00000      -2.31978      -.773265      -.773257      -.773259       0.00000       0.00000       0.00000    
  0.158489E-03   419.332      -.684303      -1.36859      -.684303      -1.36859       0.00000       0.00000      -2.05290      -.684303      -.684295      -.684298       0.00000       0.00000       0.00000    
  0.173779E-03   417.926      -.593210      -1.18641      -.593210      -1.18641       0.00000       0.00000      -1.77962      -.593210      -.593201      -.593204       0.00000       0.00000       0.00000    
  0.190545E-03   416.194      -.497927      -.995838      -.497927      -.995838       0.00000       0.00000      -1.49377      -.497927      -.497917      -.497920       0.00000       0.00000       0.00000    
  0.208928E-03   414.189      -.399243      -.798469      -.399243      -.798469       0.00000       0.00000      -1.19771      -.399243      -.399232      -.399236       0.00000       0.00000       0.00000    
  0.229085E-03   412.005      -.298347      -.596675      -.298347      -.596675       0.00000       0.00000      -.895022      -.298347      -.298335      -.298339       0.00000       0.00000       0.00000    
  0.251186E-03   409.366      -.191986      -.383951      -.191986      -.383951       0.00000       0.00000      -.575937      -.191986      -.191973      -.191978       0.00000       0.00000       0.00000    
  0.275420E-03   406.517      -.831950E-01  -.166367      -.831950E-01  -.166367       0.00000       0.00000      -.249562      -.831950E-01  -.831807E-01  -.831860E-01   0.00000       0.00000       0.00000    
  0.301992E-03   403.387      0.288626E-01  0.577508E-01  0.288626E-01  0.577508E-01   0.00000       0.00000      0.866134E-01  0.288626E-01  0.288784E-01  0.288724E-01   0.00000       0.00000       0.00000    
