   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -594.796       24.2740       48.5479       24.2740       48.5479       0.00000       0.00000       72.8219       24.2740       24.2740       24.2740       0.00000       0.00000       0.00000    
  0.109648E-03  -560.964       22.8617       45.7234       22.8617       45.7234       0.00000       0.00000       68.5850       22.8617       22.8617       22.8617       0.00000       0.00000       0.00000    
  0.120226E-03  -530.297       21.5749       43.1498       21.5749       43.1498       0.00000       0.00000       64.7247       21.5749       21.5749       21.5749       0.00000       0.00000       0.00000    
  0.131825E-03  -500.815       20.3353       40.6705       20.3353       40.6705       0.00000       0.00000       61.0058       20.3353       20.3353       20.3353       0.00000       0.00000       0.00000    
  0.144543E-03  -473.033       19.1631       38.3261       19.1631       38.3261       0.00000       0.00000       57.4892       19.1631       19.1631       19.1631       0.00000       0.00000       0.00000    
  0.158489E-03  -447.372       18.0753       36.1507       18.0753       36.1507       0.00000       0.00000       54.2260       18.0753       18.0753       18.0753       0.00000       0.00000       0.00000    
  0.173779E-03  -422.706       17.0272       34.0545       17.0272       34.0545       0.00000       0.00000       51.0818       17.0272       17.0273       17.0273       0.00000       0.00000       0.00000    
  0.190545E-03  -399.881       16.0526       32.1053       16.0526       32.1053       0.00000       0.00000       48.1580       16.0526       16.0527       16.0527       0.00000       0.00000       0.00000    
  0.208928E-03  -378.372       15.1308       30.2615       15.1308       30.2615       0.00000       0.00000       45.3923       15.1308       15.1308       15.1308       0.00000       0.00000       0.00000    
  0.229085E-03  -357.711       14.2429       28.4859       14.2429       28.4859       0.00000       0.00000       42.7288       14.2429       14.2429       14.2429       0.00000       0.00000       0.00000    
  0.251186E-03  -338.914       13.4302       26.8605       13.4302       26.8605       0.00000       0.00000       40.2907       13.4302       13.4302       13.4302       0.00000       0.00000       0.00000    
  0.275420E-03  -320.849       12.6472       25.2944       12.6472       25.2944       0.00000       0.00000       37.9416       12.6472       12.6472       12.6472       0.00000       0.00000       0.00000    
  0.301992E-03  -303.767       11.9041       23.8083       11.9041       23.8083       0.00000       0.00000       35.7124       11.9041       11.9041       11.9041       0.00000       0.00000       0.00000    
  0.331127E-03  -287.962       11.2133       22.4267       11.2133       22.4267       0.00000       0.00000       33.6401       11.2133       11.2134       11.2134       0.00000       0.00000       0.00000    
  0.363073E-03  -272.739       10.5466       21.0933       10.5466       21.0933       0.00000       0.00000       31.6399       10.5466       10.5467       10.5467       0.00000       0.00000       0.00000    
  0.398101E-03  -258.574       9.92376       19.8476       9.92376       19.8476       0.00000       0.00000       29.7713       9.92376       9.92379       9.92379       0.00000       0.00000       0.00000    
  0.436509E-03  -245.191       9.33386       18.6678       9.33386       18.6678       0.00000       0.00000       28.0016       9.33386       9.33389       9.33389       0.00000       0.00000       0.00000    
  0.478622E-03  -232.299       8.76467       17.5294       8.76467       17.5294       0.00000       0.00000       26.2941       8.76467       8.76470       8.76470       0.00000       0.00000       0.00000    
  0.524798E-03  -220.462       8.24073       16.4815       8.24073       16.4815       0.00000       0.00000       24.7223       8.24073       8.24077       8.24077       0.00000       0.00000       0.00000    
