   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -4673.90       126.964       253.927       126.964       253.927       0.00000       0.00000       380.891       126.964       126.964       126.964       0.00000       0.00000       0.00000    
  0.109648E-03  -4306.18       116.831       233.663       116.831       233.663       0.00000       0.00000       350.494       116.831       116.831       116.831       0.00000       0.00000       0.00000    
  0.120226E-03  -3982.83       107.913       215.827       107.913       215.827       0.00000       0.00000       323.740       107.913       107.913       107.913       0.00000       0.00000       0.00000    
  0.131825E-03  -3675.62       99.4372       198.875       99.4372       198.875       0.00000       0.00000       298.312       99.4372       99.4373       99.4372       0.00000       0.00000       0.00000    
  0.144543E-03  -3391.53       91.5942       183.188       91.5942       183.188       0.00000       0.00000       274.783       91.5942       91.5943       91.5941       0.00000       0.00000       0.00000    
  0.158489E-03  -3135.50       84.5199       169.040       84.5199       169.040       0.00000       0.00000       253.560       84.5199       84.5200       84.5198       0.00000       0.00000       0.00000    
  0.173779E-03  -2892.43       77.8011       155.602       77.8011       155.602       0.00000       0.00000       233.403       77.8011       77.8013       77.8010       0.00000       0.00000       0.00000    
  0.190545E-03  -2673.03       71.7312       143.463       71.7312       143.463       0.00000       0.00000       215.194       71.7312       71.7314       71.7311       0.00000       0.00000       0.00000    
  0.208928E-03  -2470.09       66.1131       132.226       66.1131       132.226       0.00000       0.00000       198.339       66.1131       66.1133       66.1130       0.00000       0.00000       0.00000    
  0.229085E-03  -2277.77       60.7864       121.573       60.7864       121.573       0.00000       0.00000       182.359       60.7864       60.7866       60.7863       0.00000       0.00000       0.00000    
  0.251186E-03  -2108.17       56.0842       112.169       56.0842       112.169       0.00000       0.00000       168.253       56.0842       56.0844       56.0841       0.00000       0.00000       0.00000    
  0.275420E-03  -1947.27       51.6217       103.244       51.6217       103.244       0.00000       0.00000       154.865       51.6217       51.6219       51.6216       0.00000       0.00000       0.00000    
  0.301992E-03  -1798.07       47.4814       94.9628       47.4814       94.9628       0.00000       0.00000       142.444       47.4814       47.4816       47.4812       0.00000       0.00000       0.00000    
