   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -354.196       6.14254       12.2851       6.14254       12.2851       0.00000       0.00000       18.4276       6.14254       6.14254       6.14252       0.00000       0.00000       0.00000    
  0.109648E-03  -333.774       5.78989       11.5798       5.78989       11.5798       0.00000       0.00000       17.3696       5.78989       5.78989       5.78987       0.00000       0.00000       0.00000    
  0.120226E-03  -315.229       5.46923       10.9384       5.46923       10.9384       0.00000       0.00000       16.4077       5.46923       5.46924       5.46921       0.00000       0.00000       0.00000    
  0.131825E-03  -297.391       5.16061       10.3212       5.16061       10.3212       0.00000       0.00000       15.4818       5.16061       5.16062       5.16059       0.00000       0.00000       0.00000    
  0.144543E-03  -280.566       4.86924       9.73847       4.86924       9.73847       0.00000       0.00000       14.6077       4.86924       4.86925       4.86922       0.00000       0.00000       0.00000    
  0.158489E-03  -265.013       4.59952       9.19903       4.59952       9.19903       0.00000       0.00000       13.7986       4.59952       4.59954       4.59950       0.00000       0.00000       0.00000    
  0.173779E-03  -250.058       4.33999       8.67996       4.33999       8.67996       0.00000       0.00000       13.0200       4.33999       4.34000       4.33996       0.00000       0.00000       0.00000    
  0.190545E-03  -236.214       4.09934       8.19867       4.09934       8.19867       0.00000       0.00000       12.2980       4.09934       4.09936       4.09931       0.00000       0.00000       0.00000    
  0.208928E-03  -223.169       3.87229       7.74456       3.87229       7.74456       0.00000       0.00000       11.6169       3.87229       3.87231       3.87226       0.00000       0.00000       0.00000    
  0.229085E-03  -210.642       3.65402       7.30802       3.65402       7.30802       0.00000       0.00000       10.9620       3.65402       3.65404       3.65398       0.00000       0.00000       0.00000    
  0.251186E-03  -199.257       3.45516       6.91029       3.45516       6.91029       0.00000       0.00000       10.3655       3.45516       3.45518       3.45512       0.00000       0.00000       0.00000    
  0.275420E-03  -188.326       3.26399       6.52796       3.26399       6.52796       0.00000       0.00000       9.79194       3.26399       3.26401       3.26395       0.00000       0.00000       0.00000    
  0.301992E-03  -178.004       3.08316       6.16630       3.08316       6.16630       0.00000       0.00000       9.24946       3.08316       3.08318       3.08311       0.00000       0.00000       0.00000    
