   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -52452.2       567.964       1135.61       567.964       1135.61       0.00000       0.00000       1703.57       567.964       567.964       567.646       0.00000       0.00000       0.00000    
  0.109648E-03  -47731.7       516.927       1033.54       516.927       1033.54       0.00000       0.00000       1550.47       516.927       516.927       516.612       0.00000       0.00000       0.00000    
  0.120226E-03  -43650.7       472.803       945.295       472.803       945.295       0.00000       0.00000       1418.10       472.803       472.803       472.492       0.00000       0.00000       0.00000    
  0.131825E-03  -39798.6       431.154       862.000       431.154       862.000       0.00000       0.00000       1293.15       431.154       431.154       430.847       0.00000       0.00000       0.00000    
  0.144543E-03  -36274.4       393.049       785.793       393.049       785.793       0.00000       0.00000       1178.84       393.049       393.048       392.745       0.00000       0.00000       0.00000    
  0.158489E-03  -33141.7       359.176       718.051       359.176       718.051       0.00000       0.00000       1077.23       359.176       359.176       358.876       0.00000       0.00000       0.00000    
  0.173779E-03  -30188.6       327.244       654.191       327.244       654.191       0.00000       0.00000       981.435       327.244       327.244       326.947       0.00000       0.00000       0.00000    
  0.190545E-03  -27560.4       298.825       597.357       298.825       597.357       0.00000       0.00000       896.182       298.825       298.825       298.532       0.00000       0.00000       0.00000    
  0.208928E-03  -25154.7       272.811       545.332       272.811       545.332       0.00000       0.00000       818.143       272.811       272.811       272.521       0.00000       0.00000       0.00000    
  0.229085E-03  -22892.4       248.347       496.408       248.347       496.408       0.00000       0.00000       744.755       248.347       248.347       248.061       0.00000       0.00000       0.00000    
  0.251186E-03  -20932.5       227.152       454.020       227.152       454.020       0.00000       0.00000       681.172       227.152       227.151       226.869       0.00000       0.00000       0.00000    
  0.275420E-03  -19086.6       207.190       414.099       207.190       414.099       0.00000       0.00000       621.289       207.190       207.189       206.910       0.00000       0.00000       0.00000    
  0.301992E-03  -17394.1       188.885       377.493       188.885       377.493       0.00000       0.00000       566.378       188.885       188.885       188.609       0.00000       0.00000       0.00000    
  0.331127E-03  -15893.1       172.652       345.030       172.652       345.030       0.00000       0.00000       517.681       172.652       172.651       172.378       0.00000       0.00000       0.00000    
  0.363073E-03  -14477.9       157.345       314.420       157.345       314.420       0.00000       0.00000       471.765       157.345       157.345       157.075       0.00000       0.00000       0.00000    
  0.398101E-03  -13215.7       143.692       287.118       143.692       287.118       0.00000       0.00000       430.810       143.692       143.692       143.426       0.00000       0.00000       0.00000    
  0.436509E-03  -12063.0       131.224       262.183       131.224       262.183       0.00000       0.00000       393.407       131.224       131.223       130.960       0.00000       0.00000       0.00000    
  0.478622E-03  -10978.8       119.495       238.730       119.495       238.730       0.00000       0.00000       358.225       119.495       119.495       119.235       0.00000       0.00000       0.00000    
  0.524798E-03  -10037.6       109.312       218.366       109.312       218.366       0.00000       0.00000       327.679       109.312       109.312       109.055       0.00000       0.00000       0.00000    
  0.575429E-03  -9153.07       99.7427       199.230       99.7427       199.230       0.00000       0.00000       298.973       99.7427       99.7421       99.4882       0.00000       0.00000       0.00000    
  0.630945E-03  -8340.22       90.9479       181.644       90.9479       181.644       0.00000       0.00000       272.592       90.9479       90.9473       90.6964       0.00000       0.00000       0.00000    
  0.691816E-03  -7621.09       83.1663       166.083       83.1663       166.083       0.00000       0.00000       249.250       83.1663       83.1657       82.9177       0.00000       0.00000       0.00000    
  0.758561E-03  -6942.91       75.8274       151.408       75.8274       151.408       0.00000       0.00000       227.236       75.8274       75.8267       75.5817       0.00000       0.00000       0.00000    
  0.831745E-03  -6336.73       69.2670       138.290       69.2670       138.290       0.00000       0.00000       207.558       69.2670       69.2663       69.0242       0.00000       0.00000       0.00000    
  0.911989E-03  -5784.42       63.2889       126.337       63.2889       126.337       0.00000       0.00000       189.626       63.2889       63.2881       63.0489       0.00000       0.00000       0.00000    
  0.999975E-03  -5264.83       57.6646       115.091       57.6646       115.091       0.00000       0.00000       172.756       57.6646       57.6637       57.4274       0.00000       0.00000       0.00000    
  0.109645E-02  -4812.78       52.7706       105.306       52.7706       105.306       0.00000       0.00000       158.076       52.7706       52.7696       52.5361       0.00000       0.00000       0.00000    
  0.120223E-02  -4388.94       48.1816       96.1303       48.1816       96.1303       0.00000       0.00000       144.312       48.1816       48.1805       47.9498       0.00000       0.00000       0.00000    
  0.131822E-02  -3998.57       43.9545       87.6785       43.9545       87.6785       0.00000       0.00000       131.633       43.9545       43.9533       43.7253       0.00000       0.00000       0.00000    
  0.144540E-02  -3654.03       40.2228       80.2178       40.2228       80.2178       0.00000       0.00000       120.441       40.2228       40.2215       39.9963       0.00000       0.00000       0.00000    
  0.158485E-02  -3329.04       36.7027       73.1799       36.7027       73.1799       0.00000       0.00000       109.883       36.7027       36.7012       36.4787       0.00000       0.00000       0.00000    
  0.173775E-02  -3037.93       33.5488       66.8746       33.5488       66.8746       0.00000       0.00000       100.423       33.5488       33.5472       33.3273       0.00000       0.00000       0.00000    
