   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -4900.29      0.904127E-01  0.150702      0.904127E-01  0.150702       0.00000       0.00000      0.241114      0.904127E-01  0.904211E-01  0.602807E-01   0.00000       0.00000       0.00000    
  0.109648E-03  -4472.01      0.911451E-01  0.151924      0.911451E-01  0.151924       0.00000       0.00000      0.243069      0.911451E-01  0.911544E-01  0.607696E-01   0.00000       0.00000       0.00000    
  0.120226E-03  -4098.30      0.918870E-01  0.153162      0.918870E-01  0.153162       0.00000       0.00000      0.245049      0.918870E-01  0.918973E-01  0.612649E-01   0.00000       0.00000       0.00000    
  0.131825E-03  -3744.33      0.926329E-01  0.154407      0.926329E-01  0.154407       0.00000       0.00000      0.247040      0.926329E-01  0.926443E-01  0.617628E-01   0.00000       0.00000       0.00000    
  0.144543E-03  -3418.62      0.933844E-01  0.155662      0.933844E-01  0.155662       0.00000       0.00000      0.249046      0.933844E-01  0.933970E-01  0.622647E-01   0.00000       0.00000       0.00000    
  0.158489E-03  -3127.00      0.941439E-01  0.156930      0.941439E-01  0.156930       0.00000       0.00000      0.251074      0.941439E-01  0.941578E-01  0.627719E-01   0.00000       0.00000       0.00000    
  0.173779E-03  -2851.09      0.949074E-01  0.158205      0.949074E-01  0.158205       0.00000       0.00000      0.253112      0.949074E-01  0.949228E-01  0.632818E-01   0.00000       0.00000       0.00000    
  0.190545E-03  -2603.76      0.956786E-01  0.159493      0.956786E-01  0.159493       0.00000       0.00000      0.255171      0.956786E-01  0.956956E-01  0.637971E-01   0.00000       0.00000       0.00000    
  0.208928E-03  -2376.19      0.964561E-01  0.160791      0.964561E-01  0.160791       0.00000       0.00000      0.257247      0.964561E-01  0.964748E-01  0.643166E-01   0.00000       0.00000       0.00000    
  0.229085E-03  -2161.37      0.972375E-01  0.162097      0.972375E-01  0.162097       0.00000       0.00000      0.259335      0.972375E-01  0.972582E-01  0.648388E-01   0.00000       0.00000       0.00000    
  0.251186E-03  -1973.67      0.980289E-01  0.163420      0.980289E-01  0.163420       0.00000       0.00000      0.261449      0.980289E-01  0.980519E-01  0.653679E-01   0.00000       0.00000       0.00000    
  0.275420E-03  -1796.31      0.988247E-01  0.164750      0.988247E-01  0.164750       0.00000       0.00000      0.263575      0.988247E-01  0.988501E-01  0.659000E-01   0.00000       0.00000       0.00000    
  0.301992E-03  -1632.84      0.996264E-01  0.166091      0.996264E-01  0.166091       0.00000       0.00000      0.265717      0.996264E-01  0.996544E-01  0.664363E-01   0.00000       0.00000       0.00000    
  0.331127E-03  -1486.91      0.100437      0.167446      0.100437      0.167446       0.00000       0.00000      0.267883      0.100437      0.100468      0.669785E-01   0.00000       0.00000       0.00000    
  0.363073E-03  -1348.87      0.101251      0.168809      0.101251      0.168809       0.00000       0.00000      0.270060      0.101251      0.101285      0.675237E-01   0.00000       0.00000       0.00000    
  0.398101E-03  -1224.98      0.102074      0.170186      0.102074      0.170186       0.00000       0.00000      0.272260      0.102074      0.102112      0.680745E-01   0.00000       0.00000       0.00000    
  0.436509E-03  -1111.31      0.102903      0.171575      0.102903      0.171575       0.00000       0.00000      0.274479      0.102903      0.102945      0.686302E-01   0.00000       0.00000       0.00000    
  0.478622E-03  -1004.05      0.103737      0.172972      0.103737      0.172972       0.00000       0.00000      0.276709      0.103737      0.103783      0.691889E-01   0.00000       0.00000       0.00000    
  0.524798E-03  -910.281      0.104581      0.174388      0.104581      0.174388       0.00000       0.00000      0.278969      0.104581      0.104633      0.697550E-01   0.00000       0.00000       0.00000    
  0.575429E-03  -821.924      0.105430      0.175812      0.105430      0.175812       0.00000       0.00000      0.281242      0.105430      0.105487      0.703246E-01   0.00000       0.00000       0.00000    
  0.630945E-03  -740.401      0.106286      0.177247      0.106286      0.177247       0.00000       0.00000      0.283532      0.106286      0.106348      0.708986E-01   0.00000       0.00000       0.00000    
  0.691816E-03  -667.916      0.107150      0.178699      0.107150      0.178699       0.00000       0.00000      0.285849      0.107150      0.107219      0.714795E-01   0.00000       0.00000       0.00000    
  0.758561E-03  -599.406      0.108019      0.180159      0.108019      0.180159       0.00000       0.00000      0.288178      0.108019      0.108095      0.720637E-01   0.00000       0.00000       0.00000    
  0.831745E-03  -537.918      0.108897      0.181635      0.108897      0.181635       0.00000       0.00000      0.290532      0.108897      0.108981      0.726541E-01   0.00000       0.00000       0.00000    
  0.911989E-03  -481.746      0.109782      0.183125      0.109782      0.183125       0.00000       0.00000      0.292907      0.109782      0.109875      0.732500E-01   0.00000       0.00000       0.00000    
  0.999975E-03  -428.808      0.110671      0.184624      0.110671      0.184624       0.00000       0.00000      0.295295      0.110671      0.110774      0.738495E-01   0.00000       0.00000       0.00000    
  0.109645E-02  -382.620      0.111572      0.186143      0.111572      0.186143       0.00000       0.00000      0.297715      0.111572      0.111686      0.744572E-01   0.00000       0.00000       0.00000    
  0.120223E-02  -339.290      0.112478      0.187673      0.112478      0.187673       0.00000       0.00000      0.300150      0.112478      0.112604      0.750691E-01   0.00000       0.00000       0.00000    
  0.131822E-02  -299.351      0.113390      0.189215      0.113390      0.189215       0.00000       0.00000      0.302605      0.113390      0.113529      0.756860E-01   0.00000       0.00000       0.00000    
  0.144540E-02  -264.124      0.114312      0.190777      0.114312      0.190777       0.00000       0.00000      0.305090      0.114312      0.114466      0.763110E-01   0.00000       0.00000       0.00000    
  0.158485E-02  -230.927      0.115239      0.192350      0.115239      0.192350       0.00000       0.00000      0.307589      0.115239      0.115410      0.769398E-01   0.00000       0.00000       0.00000    
  0.173775E-02  -201.269      0.116176      0.193940      0.116176      0.193940       0.00000       0.00000      0.310115      0.116176      0.116364      0.775759E-01   0.00000       0.00000       0.00000    
  0.190540E-02  -174.427      0.117120      0.195547      0.117120      0.195547       0.00000       0.00000      0.312667      0.117120      0.117328      0.782187E-01   0.00000       0.00000       0.00000    
