   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   457.634      -7.10462      -14.2092      -7.10462      -14.2092       0.00000       0.00000      -21.3139      -7.10462      -7.10462      -7.10462       0.00000       0.00000       0.00000    
  0.109648E-03   467.743      -7.04238      -14.0847      -7.04238      -14.0847       0.00000       0.00000      -21.1271      -7.04238      -7.04237      -7.04237       0.00000       0.00000       0.00000    
  0.120226E-03   477.575      -6.96852      -13.9370      -6.96852      -13.9370       0.00000       0.00000      -20.9055      -6.96852      -6.96851      -6.96851       0.00000       0.00000       0.00000    
  0.131825E-03   487.276      -6.88961      -13.7792      -6.88961      -13.7792       0.00000       0.00000      -20.6688      -6.88961      -6.88960      -6.88960       0.00000       0.00000       0.00000    
  0.144543E-03   496.789      -6.80349      -13.6070      -6.80349      -13.6070       0.00000       0.00000      -20.4105      -6.80349      -6.80348      -6.80348       0.00000       0.00000       0.00000    
  0.158489E-03   506.009      -6.70695      -13.4139      -6.70695      -13.4139       0.00000       0.00000      -20.1208      -6.70695      -6.70695      -6.70694       0.00000       0.00000       0.00000    
  0.173779E-03   515.074      -6.60515      -13.2103      -6.60515      -13.2103       0.00000       0.00000      -19.8154      -6.60515      -6.60514      -6.60514       0.00000       0.00000       0.00000    
  0.190545E-03   523.823      -6.49293      -12.9858      -6.49293      -12.9858       0.00000       0.00000      -19.4788      -6.49293      -6.49292      -6.49292       0.00000       0.00000       0.00000    
  0.208928E-03   532.294      -6.37214      -12.7443      -6.37214      -12.7443       0.00000       0.00000      -19.1164      -6.37214      -6.37213      -6.37212       0.00000       0.00000       0.00000    
  0.229085E-03   540.582      -6.24576      -12.4915      -6.24576      -12.4915       0.00000       0.00000      -18.7373      -6.24576      -6.24575      -6.24575       0.00000       0.00000       0.00000    
  0.251186E-03   548.385      -6.10542      -12.2108      -6.10542      -12.2108       0.00000       0.00000      -18.3162      -6.10542      -6.10541      -6.10541       0.00000       0.00000       0.00000    
  0.275420E-03   555.957      -5.95878      -11.9175      -5.95878      -11.9175       0.00000       0.00000      -17.8763      -5.95878      -5.95876      -5.95876       0.00000       0.00000       0.00000    
  0.301992E-03   563.215      -5.80366      -11.6073      -5.80366      -11.6073       0.00000       0.00000      -17.4110      -5.80366      -5.80364      -5.80364       0.00000       0.00000       0.00000    
  0.331127E-03   569.981      -5.63593      -11.2718      -5.63593      -11.2718       0.00000       0.00000      -16.9078      -5.63593      -5.63591      -5.63591       0.00000       0.00000       0.00000    
  0.363073E-03   576.494      -5.46198      -10.9239      -5.46198      -10.9239       0.00000       0.00000      -16.3859      -5.46198      -5.46195      -5.46195       0.00000       0.00000       0.00000    
  0.398101E-03   582.512      -5.27604      -10.5520      -5.27604      -10.5520       0.00000       0.00000      -15.8281      -5.27604      -5.27602      -5.27602       0.00000       0.00000       0.00000    
  0.436509E-03   588.086      -5.07994      -10.1598      -5.07994      -10.1598       0.00000       0.00000      -15.2398      -5.07994      -5.07992      -5.07992       0.00000       0.00000       0.00000    
  0.478622E-03   593.376      -4.87739      -9.75472      -4.87739      -9.75472       0.00000       0.00000      -14.6321      -4.87739      -4.87736      -4.87736       0.00000       0.00000       0.00000    
  0.524798E-03   597.944      -4.65916      -9.31825      -4.65916      -9.31825       0.00000       0.00000      -13.9774      -4.65916      -4.65912      -4.65913       0.00000       0.00000       0.00000    
  0.575429E-03   602.157      -4.43359      -8.86711      -4.43359      -8.86711       0.00000       0.00000      -13.3007      -4.43359      -4.43355      -4.43356       0.00000       0.00000       0.00000    
